image,mask_id,label,occluded,polygon_index,area,visible_fraction,match_score,rebuilt
target_cemetery,2,tree,1,4,55807,0.575906,1.0,True
target_cemetery,3,tree,1,18,6169,0.341432,1.0,True
target_cemetery,4,tree,1,33,62602,0.417558,1.0,True
target_cemetery,5,tombstone,1,25,2235,0.872025,1.0,True
target_cemetery,6,tombstone,1,3,2116,0.782544,1.0,True
target_cemetery,7,tombstone,1,17,2629,0.634258,1.0,True
target_cemetery,8,tombstone,1,8,2206,0.81977,1.0,True
target_cemetery,9,tombstone,1,35,2716,0.856782,1.0,True
target_cemetery,10,tombstone,1,13,3549,0.929058,1.0,True
target_cemetery,11,tombstone,1,20,5846,0.829926,1.0,True
target_cemetery,12,tombstone,1,38,3290,0.942693,1.0,True
target_cemetery,13,tombstone,1,1,1890,0.484243,1.0,True
target_cemetery,14,tombstone,1,27,4335,0.935477,1.0,True
target_cemetery,15,tombstone,1,30,2027,0.777224,1.0,True
target_cemetery,16,tombstone,1,11,1971,0.671322,1.0,True
target_cemetery,17,tombstone,1,34,6730,0.619192,1.0,True
target_cemetery,18,tombstone,1,10,2067,0.738478,1.0,True
target_cemetery,19,tombstone,1,32,3094,0.652192,1.0,True
target_cemetery,20,tombstone,1,9,3494,0.964128,1.0,True
target_cemetery,21,tombstone,1,16,7830,0.704707,1.0,True
target_cemetery,22,tombstone,1,15,7989,0.718048,1.0,True
target_cemetery,23,tombstone,0,40,1663,1.0,1.0,True
target_cemetery,24,tombstone,0,7,2937,1.0,1.0,True
target_cemetery,25,tree,0,19,18527,0.603328,1.0,True
target_cemetery,26,tree,0,5,88127,1.0,1.0,True
target_cemetery,27,tree,0,24,32265,1.0,1.0,True
target_cemetery,28,tombstone,0,29,2331,1.0,1.0,True
target_cemetery,29,tombstone,0,21,4835,1.0,1.0,True
target_cemetery,30,tombstone,0,26,6685,1.0,1.0,True
target_cemetery,31,tombstone,0,0,8930,1.0,1.0,True
target_cemetery,32,tree,0,14,37464,1.0,1.0,True
target_cemetery,33,tombstone,0,12,1385,1.0,1.0,True
target_cemetery,34,tombstone,0,6,6674,1.0,1.0,True
target_cemetery,35,tombstone,0,28,7225,1.0,1.0,True
target_cemetery,36,tombstone,0,31,11044,1.0,1.0,True
target_cemetery,37,tombstone,0,37,50050,1.0,1.0,True
target_cemetery,38,tombstone,0,2,17586,1.0,1.0,True
target_cemetery,39,tombstone,0,23,14063,1.0,1.0,True
target_cemetery,40,tombstone,0,39,4683,1.0,1.0,True
target_church,1,window,1,16,18639,0.887783,1.0,True
target_church,2,sign,1,20,163,0.074497,1.0,True
target_church,3,pillar,1,28,4418,0.887505,1.0,True
target_church,4,pillar,1,12,3969,0.367262,1.0,True
target_church,5,pillar,1,13,6162,0.616693,1.0,True
target_church,6,poster,1,23,4539,0.871209,1.0,True
target_church,7,pillar,1,0,13146,0.61341,1.0,True
target_church,8,pillar,1,4,12058,0.602508,1.0,True
target_church,9,organ,0,5,9606,1.0,1.0,True
target_church,10,sign,0,24,160,0.076299,1.0,True
target_church,11,drawing,0,21,3983,1.0,1.0,True
target_church,12,pillar,0,29,4528,0.718388,1.0,True
target_church,13,window,0,19,3483,1.0,1.0,True
target_church,14,drawings,0,18,4629,1.0,1.0,True
target_church,15,drawings,0,26,1681,1.0,1.0,True
target_church,16,drawings,0,27,3683,1.0,1.0,True
target_church,17,chairs,0,10,61684,1.0,1.0,True
target_church,18,chairs,0,11,56973,1.0,1.0,True
target_city,1,building,1,26,1102,0.148538,1.0,True
target_city,2,building,1,21,19905,0.928751,1.0,True
target_city,3,building,1,15,3940,0.480429,1.0,True
target_city,4,building,1,8,6430,0.625486,1.0,True
target_city,5,building,1,25,6271,0.502403,1.0,True
target_city,6,building,1,27,3790,0.373068,1.0,True
target_city,7,building,1,9,5092,0.572521,1.0,True
target_city,8,building,1,0,32260,0.877847,1.0,True
target_city,9,building,1,4,5314,0.284323,1.0,True
target_city,10,building,1,22,1398,0.369841,1.0,True
target_city,11,building,1,14,9703,0.822776,1.0,True
target_city,12,building,1,2,1265,0.146412,1.0,True
target_city,13,building,1,20,10119,1.0,1.0,True
target_city,14,building,1,16,1918,0.171434,1.0,True
target_city,15,street,1,7,117064,0.456369,1.0,True
target_city,16,street,1,10,39494,0.919213,1.0,True
target_city,17,building,0,12,25888,0.937326,1.0,True
target_city,18,building,0,5,5178,1.0,1.0,True
target_city,19,building,0,17,4928,1.0,1.0,True
target_city,20,building,0,24,30421,1.0,1.0,True
target_city,21,billboard,0,19,553,1.0,1.0,True
target_city,22,building,0,1,14975,1.0,1.0,True
target_city,23,building,0,11,36487,1.0,1.0,True
target_city,24,building,0,6,11658,1.0,1.0,True
target_city,25,building,0,23,5913,1.0,1.0,True
target_city,26,building,0,18,26247,0.997151,1.0,True
target_city,27,parking_lot,0,13,48795,1.0,1.0,True
target_classroom,1,window,1,70,91129,0.897955,1.0,True
target_classroom,2,supplies,1,63,380,0.490956,1.0,True
target_classroom,3,supplies,1,33,3939,1.0,1.0,True
target_classroom,4,supplies,1,69,454,0.86148,1.0,True
target_classroom,5,cabinet,1,46,28141,0.854285,1.0,True
target_classroom,6,supplies,1,16,1991,1.0,1.0,True
target_classroom,7,window,1,73,65446,0.929076,1.0,True
target_classroom,8,drawing,1,48,827,0.837893,1.0,True
target_classroom,9,table,1,44,12566,0.500737,1.0,True
target_classroom,10,table,1,58,21260,0.55072,1.0,True
target_classroom,11,cabinet,1,9,41227,0.841677,1.0,True
target_classroom,12,flower,0,30,417,1.0,1.0,True
target_classroom,13,flower,0,32,293,0.979933,1.0,True
target_classroom,14,flower,0,35,521,1.0,1.0,True
target_classroom,15,flower,0,24,382,1.0,1.0,True
target_classroom,16,flower,0,52,762,1.0,1.0,True
target_classroom,17,drawing,0,57,855,1.0,1.0,True
target_classroom,18,drawing,0,34,1261,1.0,1.0,True
target_classroom,19,flower,0,25,212,1.0,1.0,True
target_classroom,20,drawing,0,15,5284,1.0,1.0,True
target_classroom,21,drawing,0,7,868,1.0,1.0,True
target_classroom,22,drawing,0,62,245,1.0,1.0,True
target_classroom,23,drawing,0,71,251,1.0,1.0,True
target_classroom,24,drawing,0,0,873,1.0,1.0,True
target_classroom,25,numbers,0,28,1967,1.0,1.0,True
target_classroom,26,drawing,0,68,898,1.0,1.0,True
target_classroom,27,drawing,0,72,809,1.0,1.0,True
target_classroom,28,drawing,0,3,963,1.0,1.0,True
target_classroom,29,fence,0,39,32325,0.806935,1.0,True
target_classroom,30,drawing,0,26,834,0.998802,1.0,True
target_classroom,31,drawing,0,18,302,1.0,1.0,True
target_classroom,32,drawing,0,6,985,1.0,1.0,True
target_classroom,33,drawing,0,67,430,1.0,1.0,True
target_classroom,34,drawing,0,66,977,1.0,1.0,True
target_classroom,35,drawing,0,19,1180,1.0,1.0,True
target_classroom,36,drawing,0,45,807,1.0,1.0,True
target_classroom,37,drawing,0,38,910,1.0,1.0,True
target_classroom,38,drawing,0,51,1469,1.0,1.0,True
target_classroom,39,drawing,0,1,285,1.0,1.0,True
target_classroom,40,drawing,0,2,365,1.0,1.0,True
target_classroom,41,drawing,0,50,531,1.0,1.0,True
target_classroom,42,drawing,0,23,692,1.0,1.0,True
target_classroom,43,drawing,0,61,1047,1.0,1.0,True
target_classroom,44,drawing,0,17,1006,1.0,1.0,True
target_classroom,45,drawing,0,53,1040,1.0,1.0,True
target_classroom,46,drawing,0,59,176,1.0,1.0,True
target_classroom,47,drawing,0,11,1146,1.0,1.0,True
target_classroom,48,drawing,0,10,1049,1.0,1.0,True
target_classroom,49,drawing,0,64,1078,1.0,1.0,True
target_classroom,50,drawing,0,5,1121,1.0,1.0,True
target_classroom,51,drawing,0,27,953,1.0,1.0,True
target_classroom,52,flower,0,31,1049,1.0,1.0,True
target_classroom,53,flower,0,37,1849,1.0,1.0,True
target_classroom,54,supplies,0,14,3091,0.962628,1.0,True
target_classroom,55,drawing,0,49,2244,1.0,1.0,True
target_classroom,56,drawing,0,36,2395,1.0,1.0,True
target_classroom,57,paint,0,42,3947,1.0,1.0,True
target_classroom,58,drawing,0,12,2523,1.0,1.0,True
target_classroom,59,table,0,8,97026,1.0,1.0,True
target_classroom,60,supplies,0,54,1135,1.0,1.0,True
target_classroom,61,drawing,0,22,2192,1.0,1.0,True
target_classroom,62,drawing,0,4,2772,1.0,1.0,True
target_classroom,63,drawing,0,29,1882,0.817905,1.0,True
target_classroom,64,drawing,0,21,2205,1.0,1.0,True
target_classroom,65,supplies,0,65,1490,1.0,1.0,True
target_classroom,66,drawing,0,40,2682,1.0,1.0,True
target_classroom,67,supplies,0,56,1910,1.0,1.0,True
target_classroom,68,sofa,0,13,80631,1.0,1.0,True
target_classroom,69,supplies,0,55,10295,1.0,1.0,True
target_classroom,70,drawing,0,41,43909,1.0,1.0,True
target_closet,1,box,1,21,2204,1.0,1.0,False
target_closet,2,shelf,1,30,154942,0.841335,1.0,False
target_closet,3,drawer,1,34,29506,0.97916,1.0,False
target_closet,4,shoe,0,1,4397,1.0,1.0,False
target_closet,5,shoe,0,2,830,1.0,1.0,False
target_closet,6,shoe,0,32,3852,1.0,1.0,False
target_closet,7,box,0,31,2867,1.0,1.0,False
target_closet,8,coats,0,29,14710,1.0,1.0,False
target_closet,9,bench,0,27,53943,1.000056,0.999944,False
target_closet,10,shoe,0,26,1898,1.0,1.0,False
target_closet,11,shoe,0,25,398,1.0,1.0,False
target_closet,12,shoe,0,23,1095,1.0,1.0,False
target_closet,13,shirts,0,22,24611,1.0,1.0,False
target_closet,14,shoe,0,20,2179,1.0,1.0,False
target_closet,15,shoe,0,19,1403,1.0,1.0,False
target_closet,16,shoe,0,18,766,1.0,1.0,False
target_closet,17,clothes,0,17,22332,1.0,1.0,False
target_closet,18,shoe,0,16,1917,1.0,1.0,False
target_closet,19,shoe,0,14,3192,1.0,1.0,False
target_closet,20,box,0,13,2233,1.0,1.0,False
target_closet,21,shoe,0,12,557,1.0,1.0,False
target_closet,22,pants,0,11,25229,1.0,1.0,False
target_closet,23,shoe,0,10,427,1.0,1.0,False
target_closet,24,ceiling_light,0,9,12400,1.0,1.0,False
target_closet,25,box,0,8,3526,1.0,1.0,False
target_closet,26,box,0,6,1923,1.0,1.0,False
target_closet,27,shoe,0,5,720,1.0,1.0,False
target_closet,28,shoe,0,4,856,1.0,1.0,False
target_closet,29,door,0,3,22580,1.0,1.0,False
target_closet,30,shoe,0,33,3236,1.0,1.0,False
target_clothingstore,1,clothes,1,1,10693,0.964637,1.0,False
target_clothingstore,2,clothes,1,28,6862,0.243653,1.0,False
target_clothingstore,5,clothes,1,34,286,0.016656,1.0,False
target_clothingstore,6,clothes,1,33,4499,0.287807,1.0,False
target_clothingstore,8,clothes,1,30,14,0.001179,1.0,False
target_clothingstore,9,clothes,1,29,493,0.026996,1.0,False
target_clothingstore,10,clothes,1,26,7620,0.427537,1.0,False
target_clothingstore,12,clothes,1,25,18734,0.793881,1.0,False
target_clothingstore,13,decoration,1,21,4805,0.885714,1.0,False
target_clothingstore,14,clothes,1,19,8541,0.979922,1.0,False
target_clothingstore,15,ceiling_light,1,18,4341,0.966385,1.0,False
target_clothingstore,16,clothes,1,17,8677,0.295659,1.0,False
target_clothingstore,17,clothes,1,16,9552,0.998536,1.0,False
target_clothingstore,18,clothes,1,11,14411,0.857542,1.0,False
target_clothingstore,19,shelf,1,10,142525,0.508442,1.0,False
target_clothingstore,20,clothes,1,9,21116,1.0,1.0,False
target_clothingstore,21,clothes,1,43,15788,1.0,1.0,False
target_clothingstore,22,ceiling_light,0,0,469,1.0,1.0,False
target_clothingstore,23,clothes,0,2,46002,0.977373,0.999978,False
target_clothingstore,24,ceiling_light,0,42,838,1.0,1.0,False
target_clothingstore,25,clothes,0,41,19846,0.998742,1.0,False
target_clothingstore,26,bag,0,39,20719,1.0,1.0,False
target_clothingstore,27,clothes,0,35,25379,1.0,1.0,False
target_clothingstore,28,clothes,0,27,1170,1.0,1.0,False
target_clothingstore,29,decoration,0,24,13188,0.980448,1.0,False
target_clothingstore,30,clothes,0,23,2708,0.993033,1.0,False
target_clothingstore,31,bag,0,22,25329,1.0,1.0,False
target_clothingstore,32,clothes,0,20,2509,1.0,1.0,False
target_clothingstore,33,hat,0,15,7693,1.0,1.0,False
target_clothingstore,34,clothes,0,14,9839,1.0,1.0,False
target_clothingstore,35,ceiling_light,0,13,1065,1.0,1.0,False
target_clothingstore,36,sign,0,12,1552,1.0,1.0,False
target_clothingstore,37,clothes,0,8,2074,1.0,1.0,False
target_clothingstore,38,shoes,0,7,917,1.0,1.0,False
target_clothingstore,39,clothes,0,6,7123,1.0,1.0,False
target_clothingstore,40,decoration,0,5,4089,1.0,1.0,False
target_clothingstore,41,clothes,0,44,1987,1.0,1.0,False
target_coffeeshop,1,menu,1,2,33755,0.905081,1.0,False
target_coffeeshop,2,coffee_machine,1,5,18925,0.752246,1.0,False
target_coffeeshop,4,door,1,8,27020,0.40945,1.0,False
target_coffeeshop,5,picture,1,9,8135,1.0,1.0,False
target_coffeeshop,6,mug,1,14,92,0.067647,1.0,False
target_coffeeshop,8,counter,1,16,275607,0.875207,1.0,False
target_coffeeshop,10,shelf,1,22,58425,0.85827,1.0,False
target_coffeeshop,11,ceiling_light,0,0,3021,1.0,1.0,False
target_coffeeshop,12,ceiling_light,0,1,3175,1.0,1.0,False
target_coffeeshop,13,coffee_machine,0,3,11308,1.0,1.0,False
target_coffeeshop,14,mug,0,4,78,0.059406,1.0,False
target_coffeeshop,15,ceiling_light,0,10,2814,1.0,1.0,False
target_coffeeshop,16,coffee_machine,0,11,17878,1.0,1.0,False
target_coffeeshop,17,drinkware,0,12,4066,1.0,1.0,False
target_coffeeshop,18,drinkware,0,13,2424,1.0,1.0,False
target_coffeeshop,19,ceiling_light,0,17,2858,1.0,1.0,False
target_coffeeshop,20,coffee_machine,0,18,103044,1.0,1.0,False
target_coffeeshop,21,coffee_machine,0,19,18445,1.0,1.0,False
target_coffeeshop,22,picture,0,21,18590,1.0,1.0,False
target_conferencroom,1,chair,1,0,8552,0.841318,1.0,False
target_conferencroom,3,chair,1,34,28769,0.516573,1.0,False
target_conferencroom,4,table,1,33,32518,0.642509,1.0,False
target_conferencroom,5,bag,1,32,6791,0.718472,1.0,False
target_conferencroom,6,chair,1,27,33624,0.623718,1.0,False
target_conferencroom,7,bag,1,23,16343,0.94764,1.0,False
target_conferencroom,8,cup,1,17,83,0.154851,1.0,False
target_conferencroom,9,table,1,1,9739,0.678345,1.0,False
target_conferencroom,10,paper,1,10,289,0.127425,1.0,False
target_conferencroom,11,chair,1,7,6317,0.674101,1.0,False
target_conferencroom,12,table,1,4,70798,0.819326,1.0,False
target_conferencroom,13,radiator,1,3,11888,0.96564,1.0,False
target_conferencroom,14,doorway,1,36,19027,0.983663,1.0,False
target_conferencroom,15,fire_alarm,0,2,402,1.0,1.0,False
target_conferencroom,16,glasses,0,20,511,1.0,1.0,False
target_conferencroom,17,cup,0,31,754,1.0,1.0,False
target_conferencroom,18,chair,0,30,69607,1.0,1.0,False
target_conferencroom,19,laptop,0,29,9276,1.0,1.0,False
target_conferencroom,20,cup,0,28,857,1.0,1.0,False
target_conferencroom,21,cup,0,26,1150,0.877863,1.0,False
target_conferencroom,22,paper,0,25,1342,1.0,1.0,False
target_conferencroom,23,cup,0,24,1187,1.0,1.0,False
target_conferencroom,24,paper,0,22,1502,1.0,1.0,False
target_conferencroom,25,cup,0,6,937,1.0,1.0,False
target_conferencroom,26,bag,0,18,26909,1.0,1.0,False
target_conferencroom,27,cup,0,16,507,1.0,1.0,False
target_conferencroom,28,laptop,0,15,3174,1.0,1.0,False
target_conferencroom,29,projector,0,13,28178,1.0,1.0,False
target_conferencroom,30,cup,0,12,846,1.0,1.0,False
target_conferencroom,31,laptop,0,11,1025,1.0,1.0,False
target_conferencroom,32,paper,0,9,5256,1.0,1.0,False
target_conferencroom,33,cup,0,8,316,1.0,1.0,False
target_conferencroom,34,paper,0,37,3408,1.0,1.0,False
target_constructionsite,1,building,1,0,24865,0.62935,1.0,False
target_constructionsite,2,building,1,1,2354,0.188682,1.0,False
target_constructionsite,3,construction_site,1,2,233349,0.768227,1.0,False
target_constructionsite,4,building,1,3,11018,1.0,1.0,False
target_constructionsite,5,building,1,4,2432,0.387941,1.0,False
target_constructionsite,6,building,1,6,13270,0.394987,1.0,False
target_constructionsite,7,crane,1,7,28946,0.867322,1.0,False
target_constructionsite,8,road,1,9,61581,0.441555,1.0,False
target_constructionsite,9,building,1,11,6317,0.40434,1.0,False
target_constructionsite,10,building,1,12,15365,0.844463,1.0,False
target_constructionsite,11,crane,1,13,2893,0.502083,1.0,False
target_constructionsite,12,machine,1,16,9912,0.949698,1.0,False
target_constructionsite,13,crane,1,18,4294,0.835084,1.0,False
target_constructionsite,14,bridge,1,20,57849,0.963395,1.0,False
target_constructionsite,15,streetlight,0,5,7753,1.0,1.0,False
target_constructionsite,16,crate,0,8,3285,1.0,1.0,False
target_constructionsite,17,building,0,10,178814,1.0,1.0,False
target_constructionsite,18,machine,0,14,3267,1.0,1.0,False
target_constructionsite,19,machine,0,17,2683,1.0,1.0,False
target_constructionsite,20,crate,0,19,3380,1.0,1.0,False
target_courtroom,1,table,1,1,51956,0.696536,1.0,False
target_courtroom,2,table,1,18,23356,0.576934,1.0,False
target_courtroom,4,screen,1,21,1255,1.0,1.0,False
target_courtroom,5,flag,1,17,2988,0.803442,1.0,False
target_courtroom,6,screen,1,4,983,1.0,1.0,False
target_courtroom,7,table,1,16,62364,0.534611,1.0,False
target_courtroom,8,door,1,15,9347,1.0,1.0,False
target_courtroom,9,podium,1,12,44420,0.955844,1.0,False
target_courtroom,10,door,1,11,30399,1.0,1.0,False
target_courtroom,11,flag,1,6,2720,1.0,1.0,False
target_courtroom,12,table,1,27,77953,0.74448,1.0,False
target_courtroom,13,chair,0,0,23348,0.995099,1.0,False
target_courtroom,14,ceiling_light,0,2,3344,1.0,1.0,False
target_courtroom,15,ceiling_light,0,3,3706,1.0,1.0,False
target_courtroom,16,chair,0,5,26222,1.0,1.0,False
target_courtroom,17,screen,0,7,7254,1.0,1.0,False
target_courtroom,18,screen,0,9,7657,1.0,1.0,False
target_courtroom,19,chair,0,10,24476,1.0,1.0,False
target_courtroom,20,television,0,13,5781,1.0,1.0,False
target_courtroom,21,screen,0,14,5137,1.0,1.0,False
target_courtroom,22,sign,0,19,448,1.0,1.0,False
target_courtroom,23,ceiling_light,0,22,3591,1.0,1.0,False
target_deli,1,counter,1,23,149828,0.371911,1.0,False
target_deli,2,ceiling_light,1,26,722,0.438373,1.0,False
target_deli,3,food,1,47,18952,0.819688,1.0,False
target_deli,4,food,1,45,3853,0.782335,1.0,False
target_deli,5,food,1,44,8424,0.870878,1.0,False
target_deli,6,poster,1,30,271,0.025854,1.0,False
target_deli,7,food,1,25,45932,0.995859,1.0,False
target_deli,8,food,1,2,8618,0.898738,1.0,False
target_deli,9,food,1,21,2472,0.706286,1.0,False
target_deli,10,food,1,20,4422,0.902633,1.0,False
target_deli,11,food,1,19,1945,0.860619,1.0,False
target_deli,12,food,1,18,14280,0.772602,1.0,False
target_deli,13,food,1,17,1688,0.113731,1.0,False
target_deli,14,counter,1,4,46606,0.846305,1.0,False
target_deli,15,food,1,51,11269,0.913801,1.0,False
target_deli,16,food,0,1,12015,1.0,1.0,False
target_deli,17,food,0,39,5765,1.0,1.0,False
target_deli,18,food,0,33,1915,1.0,1.0,False
target_deli,19,food,0,34,34034,1.0,1.0,False
target_deli,20,food,0,35,3668,1.0,1.0,False
target_deli,21,ceiling_light,0,36,2199,1.0,1.0,False
target_deli,22,food,0,37,2684,0.853147,1.0,False
target_deli,23,food,0,38,2662,1.0,1.0,False
target_deli,24,food,0,40,2067,0.997587,1.0,False
target_deli,25,camera,0,31,439,1.0,1.0,False
target_deli,26,food,0,41,1922,0.995855,1.0,False
target_deli,27,food,0,42,5974,1.0,1.0,False
target_deli,28,ceiling_light,0,43,1985,1.0,1.0,False
target_deli,29,food,0,46,2529,1.0,1.0,False
target_deli,30,food,0,48,1911,1.0,1.0,False
target_deli,31,food,0,49,4345,1.0,1.0,False
target_deli,32,food,0,32,5948,1.0,1.0,False
target_deli,33,food,0,29,4961,1.0,1.0,False
target_deli,34,food,0,3,45586,1.0,1.0,False
target_deli,35,camera,0,11,316,1.0,1.0,False
target_deli,36,food,0,5,13293,1.0,1.0,False
target_deli,37,ceiling_light,0,6,3063,1.0,1.0,False
target_deli,38,food,0,7,4140,0.979418,1.0,False
target_deli,39,camera,0,8,743,1.0,1.0,False
target_deli,40,food,0,9,9522,0.910673,1.0,False
target_deli,41,food,0,10,10901,1.0,1.0,False
target_deli,42,food,0,12,2466,1.0,1.0,False
target_deli,43,food,0,28,6304,1.0,1.0,False
target_deli,44,food,0,13,3006,1.0,1.0,False
target_deli,45,food,0,14,6482,1.0,1.0,False
target_deli,46,food,0,15,7752,1.0,1.0,False
target_deli,47,ceiling_light,0,16,2112,1.0,1.0,False
target_deli,48,food,0,22,3513,1.0,1.0,False
target_deli,49,food,0,24,3936,1.0,1.0,False
target_deli,50,plant,0,52,21193,1.0,1.0,False
target_dentistoffice,1,equipment,1,1,23881,0.507588,1.0,False
target_dentistoffice,2,equipment,1,2,96388,0.819654,1.0,False
target_dentistoffice,3,equipment,1,4,3948,0.874419,1.0,False
target_dentistoffice,4,counter,1,6,16049,0.914525,1.0,False
target_dentistoffice,5,painting,1,11,32028,1.0,1.0,False
target_dentistoffice,6,counter,1,16,25713,0.522388,1.0,False
target_dentistoffice,7,ceiling_light,1,18,426,1.0,1.0,False
target_dentistoffice,8,equipment,0,0,1733,1.0,1.0,False
target_dentistoffice,9,mouse,0,3,6303,1.0,1.0,False
target_dentistoffice,10,counter,0,5,34639,1.0,1.0,False
target_dentistoffice,11,screen,0,7,6765,0.999557,1.0,False
target_dentistoffice,12,pamphlet,0,8,5564,1.0,1.0,False
target_dentistoffice,13,keyboard,0,9,16376,1.0,1.0,False
target_dentistoffice,14,cabinet,0,10,70921,1.0,1.0,False
target_dentistoffice,15,cabinet,0,14,17824,1.0,1.0,False
target_dentistoffice,16,screen,0,15,8288,1.0,1.0,False
target_desert,1,tree,1,4,15323,0.924409,1.0,False
target_desert,2,cactus,1,7,10561,0.974442,1.0,False
target_desert,3,tree,1,12,7966,0.970162,1.0,False
target_desert,4,cactus,0,0,5026,0.781041,1.0,False
target_desert,5,cactus,0,1,4246,1.0,1.0,False
target_desert,6,tree,0,2,7074,1.0,1.0,False
target_desert,7,tree,0,6,6200,1.0,1.0,False
target_desert,8,tree,0,8,25509,1.000039,0.999961,False
target_desert,9,cactus,0,9,433,1.0,1.0,False
target_desert,10,cactus,0,10,2640,1.0,1.0,False
target_desert,11,cactus,0,11,142322,1.0,1.0,False
target_desktop,1,can,1,2,106,0.02282,1.0,False
target_desktop,2,paper,1,3,4325,0.071658,1.0,False
target_desktop,4,shelf,1,6,67673,0.847671,1.0,False
target_desktop,5,rubberband,1,10,6079,1.0,1.0,False
target_desktop,6,laptop,1,11,26378,0.496583,1.0,False
target_desktop,7,desk,1,12,169190,0.658627,1.0,False
target_desktop,8,lamp,1,13,8246,0.983306,1.0,False
target_desktop,9,paper,1,16,25117,0.595458,1.0,False
target_desktop,10,supplies,0,0,11597,1.0,1.0,False
target_desktop,11,bottle,0,1,4303,0.998608,1.0,False
target_desktop,12,glasses_case,0,4,6156,0.999513,1.0,False
target_desktop,13,glasses,0,7,1923,1.0,1.0,False
target_desktop,14,juicebox,0,8,15149,1.0,1.0,False
target_desktop,15,tissue,0,14,21269,0.999061,1.0,False
target_desktop,16,supplies,0,15,5885,1.0,1.0,False
target_desktop,17,paper,0,17,33767,1.0,1.0,False
target_desktop,18,mug,0,18,15694,1.0,1.0,False
target_diner,1,menu,1,1,2941,0.444059,1.0,False
target_diner,2,fridge,1,2,8678,0.68552,1.0,False
target_diner,3,barstool,1,4,6836,0.605975,1.0,False
target_diner,4,booth,1,8,19384,0.261328,1.0,False
target_diner,5,counter,1,10,630,0.023682,1.0,False
target_diner,6,barstool,1,11,22204,0.932784,1.0,False
target_diner,7,sign,1,16,737,0.848101,1.0,False
target_diner,9,fridge,1,21,38507,0.695009,1.0,False
target_diner,10,booth,1,23,29103,0.97078,1.0,False
target_diner,11,booth,1,24,22196,0.831778,1.0,False
target_diner,12,coffee_machine,1,29,8458,0.765361,1.0,False
target_diner,13,menu,1,35,10517,0.516045,1.0,False
target_diner,14,barstool,1,37,5845,0.939107,1.0,False
target_diner,15,salt_and_pepper,0,0,256,1.0,1.0,False
target_diner,16,counter,0,26,171185,0.911965,1.0,False
target_diner,17,window,0,39,444,1.0,1.0,False
target_diner,18,salt_and_pepper,0,38,2064,0.977273,1.0,False
target_diner,19,ketchup,0,36,4578,1.0,1.0,False
target_diner,20,salt_and_pepper,0,34,900,0.993377,1.0,False
target_diner,21,utensil,0,33,394,1.0,1.0,False
target_diner,22,window,0,32,700,1.0,1.0,False
target_diner,23,utensil,0,31,7783,1.0,1.0,False
target_diner,24,sign,0,30,1792,1.0,1.0,False
target_diner,25,sign,0,28,12515,1.0,1.0,False
target_diner,26,ketchup,0,27,1427,1.0,1.0,False
target_diner,27,utensil,0,5,726,1.0,1.0,False
target_diner,28,ceiling_light,0,22,2061,1.0,1.0,False
target_diner,29,booth,0,20,78017,0.989273,1.0,False
target_diner,30,barstool,0,17,11350,0.999912,0.999912,False
target_diner,31,barstools,0,15,5646,1.0,1.0,False
target_diner,32,window,0,14,537,1.0,1.0,False
target_diner,33,window,0,13,438,1.0,1.0,False
target_diner,34,ketchup,0,12,407,1.0,1.0,False
target_diner,35,utensil,0,9,1687,1.0,1.0,False
target_diner,36,window,0,7,466,1.0,1.0,False
target_diner,37,sign,0,6,1042,1.0,1.0,False
target_diner,38,window,0,40,36837,1.0,1.0,False
target_diningroom_IDS01,1,tray,1,1,4653,0.769727,1.0,False
target_diningroom_IDS01,2,chair,1,19,8070,0.191318,1.0,False
target_diningroom_IDS01,3,chair,1,28,19803,0.90338,1.0,False
target_diningroom_IDS01,4,chair,1,27,17461,0.671861,1.0,False
target_diningroom_IDS01,5,table,1,25,22870,0.291397,1.0,False
target_diningroom_IDS01,8,chair,1,21,4579,0.135851,1.0,False
target_diningroom_IDS01,10,coffee_table,1,2,42514,0.951181,1.0,False
target_diningroom_IDS01,11,tv,1,15,4924,0.718622,1.0,False
target_diningroom_IDS01,12,chair,1,14,12064,0.479854,1.0,False
target_diningroom_IDS01,13,cabinet,1,13,77246,0.947397,1.0,False
target_diningroom_IDS01,14,lamp,1,8,8138,0.715114,1.0,False
target_diningroom_IDS01,15,window,1,6,136503,0.936755,1.0,False
target_diningroom_IDS01,16,chair,1,5,26366,1.0,1.0,False
target_diningroom_IDS01,17,chair,0,0,45818,1.0,1.0,False
target_diningroom_IDS01,18,bowl,0,3,1602,1.0,1.0,False
target_diningroom_IDS01,19,candle,0,4,2182,1.0,1.0,False
target_diningroom_IDS01,20,chair,0,7,6194,1.0,1.0,False
target_diningroom_IDS01,21,bowl,0,10,2643,1.0,1.0,False
target_diningroom_IDS01,22,painting,0,11,9460,1.0,1.0,False
target_diningroom_IDS01,23,sofa,0,12,17778,0.999101,0.999101,False
target_diningroom_IDS01,24,ceiling_light,0,17,9227,1.0,1.0,False
target_diningroom_IDS01,25,elephant,0,18,1009,1.0,1.0,False
target_diningroom_IDS01,26,painting,0,22,4187,1.0,1.0,False
target_diningroom_IDS01,27,wall_light,0,26,942,1.0,1.0,False
target_dock,1,boat,1,0,28130,0.419456,1.0,False
target_dock,2,boat,1,11,2313,0.855399,1.0,False
target_dock,3,boat,1,19,33829,0.921194,1.0,False
target_dock,4,boat,1,18,38461,0.574105,1.0,False
